id,smiles,canonical_smiles,mw,logp,tpsa,hbd,hba,rotatable_bonds,num_rings,num_aromatic_rings,qed,formula,sa_score,lipinski_violations,pains_alerts,toxicity_alerts,tpp_pass,notes,source,recipe,first_seen,fitness,docking_score,docking_scores,is_novel,pubchem_cid,chembl_id,chemical_name,retrosynthesis_route_found,retrosynthesis_n_routes
mut_2026-08-27_0005,COc1nc(C)nc2c(O)c(NC3CCOC3)c(OCCl)cc12,COc1nc(C)nc2c(O)c(NC3CCOC3)c(OCCl)cc12,339.78,2.43,85.73,2,7,5,3,2,0.639,C15H18ClN3O4,3.57,0,,alkyl_halide;catechol,True,Conforme au TPP,generated,,2026-08-27,0.4605,,,,,,,,
gen_thienopyrimidine_thiomethylphenyl_methylpiperazinylethoxy,CSc1cccc(Nc2ncnc3scc(OCCN4CCN(C)CC4)c23)c1,CSc1cccc(Nc2ncnc3scc(OCCN4CCN(C)CC4)c23)c1,415.59,3.78,53.52,1,8,7,4,3,0.589,C20H25N5OS2,2.6,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'thiomethylphenyl', 'solubilizer': 'methylpiperazinylethoxy'}",2026-08-27,0.459,,,,,,,,
gen_quinazoline_cyanophenyl_hydroxyethylpiperazinylethoxy,N#Cc1cccc(Nc2ncnc3cccc(OCCN4CCN(CCO)CC4)c23)c1,N#Cc1cccc(Nc2ncnc3cccc(OCCN4CCN(CCO)CC4)c23)c1,418.5,2.23,97.54,2,8,8,4,3,0.575,C23H26N6O2,2.43,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'cyanophenyl', 'solubilizer': 'hydroxyethylpiperazinylethoxy'}",2026-08-27,0.4535,,,,,,,,
legacy_014,C1CC(NC2CCOC2)CO1,C1CC(NC2CCOC2)CO1,157.21,0.15,30.49,1,3,2,2,0,0.619,C8H15NO2,3.39,0,,,False,"MW 157.21 hors [250.0, 500.0]; LogP 0.15 hors [1.0, 4.5]; TPSA 30.49 hors [40.0, 100.0]",legacy,,,0.4495,,,,,,,,
gen_pyrrolopyrimidine_chlorophenyl_hydroxyethylpiperazinylethoxy,OCCN1CCN(CCOn2ccc3c(Nc4cccc(Cl)c4)ncnc32)CC1,OCCN1CCN(CCOn2ccc3c(Nc4cccc(Cl)c4)ncnc32)CC1,416.91,1.87,78.68,2,7,8,4,3,0.58,C20H25ClN6O2,2.67,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'chlorophenyl', 'solubilizer': 'hydroxyethylpiperazinylethoxy'}",2026-08-27,0.4465,,,,,,,,
gen_thienopyrimidine_trifluoromethylphenyl_sulfonylpiperidinylethoxy,O=S1(=O)CCN(CCOc2csc3ncnc(Nc4cccc(C(F)(F)F)c4)c23)CC1,O=S1(=O)CCN(CCOc2csc3ncnc(Nc4cccc(C(F)(F)F)c4)c23)CC1,472.51,3.56,84.42,1,8,6,4,3,0.587,C19H19F3N4O3S2,2.83,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'trifluoromethylphenyl', 'solubilizer': 'sulfonylpiperidinylethoxy'}",2026-08-27,0.4455,,,,,,,,
gen_triazolopyrimidine_trifluoromethylphenyl_morpholinopropoxy,FC(F)(F)c1cccc(Nc2ncnc3c2nnn3OCCCN2CCOCC2)c1,FC(F)(F)c1cccc(Nc2ncnc3c2nnn3OCCCN2CCOCC2)c1,423.4,2.13,90.22,1,8,7,4,3,0.578,C18H20F3N7O2,2.78,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'triazolopyrimidine', 'aniline': 'trifluoromethylphenyl', 'solubilizer': 'morpholinopropoxy'}",2026-08-27,0.439,,,,,,,,
gen_pyridopyrimidine_indazolyl_tetrahydropyranyloxy,c1nc(Nc2ccc3[nH]ncc3c2)c2cc(OC3CCOCC3)cnc2n1,c1nc(Nc2ccc3[nH]ncc3c2)c2cc(OC3CCOCC3)cnc2n1,362.39,3.2,97.84,2,7,4,5,4,0.575,C19H18N6O2,2.75,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'indazolyl', 'solubilizer': 'tetrahydropyranyloxy'}",2026-08-27,0.4375,,,,,,,,
gen_pyridopyrimidine_difluorophenyl_hydroxyethylpiperazinylethoxy,OCCN1CCN(CCOc2cnc3ncnc(Nc4ccc(F)c(F)c4)c3c2)CC1,OCCN1CCN(CCOc2cnc3ncnc(Nc4ccc(F)c(F)c4)c3c2)CC1,430.46,2.04,86.64,2,8,8,4,3,0.562,C21H24F2N6O2,2.53,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'difluorophenyl', 'solubilizer': 'hydroxyethylpiperazinylethoxy'}",2026-08-27,0.4355,,,,,,,,
gen_thienopyrimidine_indazolyl_oxetanylmethoxy,c1nc(Nc2ccc3[nH]ncc3c2)c2c(OCC3COC3)csc2n1,c1nc(Nc2ccc3[nH]ncc3c2)c2c(OCC3COC3)csc2n1,353.41,3.34,84.95,2,7,5,5,4,0.572,C17H15N5O2S,2.87,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'indazolyl', 'solubilizer': 'oxetanylmethoxy'}",2026-08-27,0.4285,,,,,,,,
mut_2026-08-27_0001,COc1nc(C)nc2c(O)c(NC3CCOC3)c(OCBr)cc12,COc1nc(C)nc2c(O)c(NC3CCOC3)c(OCBr)cc12,384.23,2.58,85.73,2,7,5,3,2,0.605,C15H18BrN3O4,3.65,0,,alkyl_halide;catechol,True,Conforme au TPP,generated,,2026-08-27,0.4225,,,,,,,True,7
gen_pyrrolopyrimidine_trifluoromethoxyphenyl_sulfonylpiperidinylethoxy,O=S1(=O)CCN(CCOn2ccc3c(Nc4cccc(OC(F)(F)F)c4)ncnc32)CC1,O=S1(=O)CCN(CCOn2ccc3c(Nc4cccc(OC(F)(F)F)c4)ncnc32)CC1,471.46,2.23,98.58,1,8,7,4,3,0.56,C19H20F3N5O4S,3.02,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'trifluoromethoxyphenyl', 'solubilizer': 'sulfonylpiperidinylethoxy'}",2026-08-27,0.409,,,,,,,,
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.91,4.28,68.74,1,7,8,4,3,0.518,C22H24ClFN4O3,2.34,0,,Aliphatic_long_chain,True,Conforme au TPP,seed,,2026-08-27,0.401,,,,,,,,
gen_pyrrolopyrimidine_indazolyl_morpholinoethoxy,c1nc(Nc2ccc3[nH]ncc3c2)c2ccn(OCCN3CCOCC3)c2n1,c1nc(Nc2ccc3[nH]ncc3c2)c2ccn(OCCN3CCOCC3)c2n1,379.42,1.81,93.12,2,7,6,5,4,0.528,C19H21N7O2,2.86,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'indazolyl', 'solubilizer': 'morpholinoethoxy'}",2026-08-27,0.385,,,,,,,,
legacy_016,C1CC(C2CCOC2)CO1,C1CC(C2CCOC2)CO1,142.2,1.06,18.46,0,2,1,2,0,0.545,C8H14O2,3.47,0,,,False,"MW 142.2 hors [250.0, 500.0]; TPSA 18.46 hors [40.0, 100.0]",legacy,,,0.3715,,,,,,,,
gen_pyridopyrimidine_indazolyl_fluoropiperidinylethoxy,FC1CCN(CCOc2cnc3ncnc(Nc4ccc5[nH]ncc5c4)c3c2)CC1,FC1CCN(CCOc2cnc3ncnc(Nc4ccc5[nH]ncc5c4)c3c2)CC1,407.45,3.46,91.85,2,7,6,5,4,0.506,C21H22FN7O,2.8,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'indazolyl', 'solubilizer': 'fluoropiperidinylethoxy'}",2026-08-27,0.366,,,,,,,,
legacy_021,FCONC1CCOC1,FCONC1CCOC1,135.14,0.22,30.49,1,3,3,1,0,0.562,C5H10FNO2,3.96,0,,Oxygen-nitrogen_single_bond,False,"MW 135.14 hors [250.0, 500.0]; LogP 0.22 hors [1.0, 4.5]; TPSA 30.49 hors [40.0, 100.0]",legacy,,,0.364,,,,,,,,
legacy_017,FCOC1CCOC1,FCOC1CCOC1,120.12,0.72,18.46,0,2,2,1,0,0.534,C5H9FO2,3.51,0,,,False,"MW 120.12 hors [250.0, 500.0]; LogP 0.72 hors [1.0, 4.5]; TPSA 18.46 hors [40.0, 100.0]",legacy,,,0.3585,,,,,,,,
legacy_022,CONC1CCOC1,CONC1CCOC1,117.15,-0.07,30.49,1,3,2,1,0,0.513,C5H11NO2,3.5,0,,Oxygen-nitrogen_single_bond,False,"MW 117.15 hors [250.0, 500.0]; LogP -0.07 hors [1.0, 4.5]; TPSA 30.49 hors [40.0, 100.0]",legacy,,,0.338,,,,,,,,
gen_thienopyrimidine_indazolyl_cyclopropylaminoethoxy,c1nc(Nc2ccc3[nH]ncc3c2)c2c(OCCNC3CC3)csc2n1,c1nc(Nc2ccc3[nH]ncc3c2)c2c(OCCNC3CC3)csc2n1,366.45,3.44,87.75,3,7,7,5,4,0.434,C18H18N6OS,2.76,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'indazolyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.296,,,,,,,,
erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.44,3.41,74.73,1,7,10,3,3,0.418,C22H23N3O4,2.48,0,,Aliphatic_long_chain;triple_bond,True,Conforme au TPP,seed,,2026-08-27,0.294,,,,,,,,
afatinib,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,485.95,4.39,88.61,2,7,8,4,3,0.457,C24H25ClFN5O3,3.28,0,,Michael_acceptor_1,True,Conforme au TPP,seed,,2026-08-27,0.293,,,,,,,,
legacy_019,COc1ncnc2c(O)c(-c3c(OCF)cc4c(OC)ncnc4c3O)c(OCF)cc12,COc1ncnc2c(O)c(-c3c(OCF)cc4c(OC)ncnc4c3O)c(OCF)cc12,446.37,3.28,128.94,2,10,7,4,4,0.436,C20H16F2N4O6,3.33,0,,,False,"TPSA 128.94 hors [40.0, 100.0]; HBA 10 > 9",legacy,,,0.2695,,,,,,,,
legacy_023,COOC1CCOC1,COOC1CCOC1,118.13,0.35,27.69,0,3,2,1,0,0.387,C5H10O3,3.65,0,,Oxygen-nitrogen_single_bond;peroxide,False,"MW 118.13 hors [250.0, 500.0]; LogP 0.35 hors [1.0, 4.5]; TPSA 27.69 hors [40.0, 100.0]",legacy,,,0.2045,,,,,,,,
legacy_025,COOC,COOC,62.07,0.19,18.46,0,2,1,0,0,0.319,C2H6O2,2.75,0,,Oxygen-nitrogen_single_bond;peroxide,False,"MW 62.07 hors [250.0, 500.0]; LogP 0.19 hors [1.0, 4.5]; TPSA 18.46 hors [40.0, 100.0]",legacy,,,0.1815,,,,,,,,
legacy_020,COc1nc(O)nc2cc(-c3nc(F)nc4c(O)c(OCF)c(OCF)cc34)c(C3CCOC3)cc12,COc1nc(O)nc2cc(-c3nc(F)nc4c(O)c(OCF)c(OCF)cc34)c(C3CCOC3)cc12,504.42,3.91,128.94,2,10,7,5,4,0.357,C23H19F3N4O6,4.2,1,,,False,"MW 504.42 hors [250.0, 500.0]; TPSA 128.94 hors [40.0, 100.0]; HBA 10 > 9; SA score 4.2 > 4.0",legacy,,,0.147,,,,,,,,
legacy_024,COc1ncnc2c(O)c(OC3CCOC3)c(-c3c(OC4CCOC4)c(F)c4ncnc(C5CCOC5)c4c3F)cc12,COc1ncnc2c(O)c(OC3CCOC3)c(-c3c(OC4CCOC4)c(F)c4ncnc(C5CCOC5)c4c3F)cc12,582.56,4.07,127.17,1,11,7,7,4,0.339,C29H28F2N4O7,4.67,2,,,False,"MW 582.56 hors [250.0, 500.0]; TPSA 127.17 hors [40.0, 100.0]; HBA 11 > 9; SA score 4.67 > 4.0; Lipinski violations 2 > 1",legacy,,,0.1055,,,,,,,,
legacy_026,COc1ncnc2c(O)c(Nc3cc4c(C5CCOC5)ncnc4c(F)c3OC3CCOC3)c(OCF)c(C)c12,COc1ncnc2c(O)c(Nc3cc4c(C5CCOC5)ncnc4c(F)c3OC3CCOC3)c(OCF)c(C)c12,555.54,4.46,129.97,2,11,8,6,4,0.299,C27H27F2N5O6,4.48,2,,catechol,False,"MW 555.54 hors [250.0, 500.0]; TPSA 129.97 hors [40.0, 100.0]; HBA 11 > 9; SA score 4.48 > 4.0; Lipinski violations 2 > 1; QED 0.299 < 0.3",legacy,,,0.075,,,,,,,,
